key,valor
sender_name_label,Nome do remetente
receive_email_label,Receber e-mail
sender_email_label,Email Sender
img_section,Seção imagem
fcm_api_key_label,chave api FCM
backend_login_img,Backend Entrada Imagem de Fundo
backend_logo,Logo backend
backend_fav_icon,Backend Fav Ico
upload_backend_logo,Logo Carregar Backend
upload_fav_icon,Carregar Fav Ícone
upload_login_img,Carregar Entrada Foto
pwd_reset_label,Redefinição de senha
pwd_reset_link,"Por favor, clique no seguinte link para redefinir sua senha"
reset_link_label,Password Reset
best_regards_label,Cumprimentos
hi_admin_label,oi administrador
name_label,Nome
email_label,O email
phone_label,telefone
msg_label,mensagem
bank_acc_label,Conta bancária :
bank_name_label,Nome do banco :
bank_code_label,Código bancário :
branch_code_label,Código da Agência
swift_code_label,Código Swift
pay_met_cod,Método de Pagamento: Dinheiro na Entrega
pay_met_paypal,Método de Pagamento: Paypal
pay_met_stripe,Método de Pagamento: Stripe
pay_met_bank,Método de Pagamento: Transferência Bancária <br>
price_label,Preço :
unit_label,Unidade
shipping_cost_label,Frete
qty_label,QTY
hi_label,Oi
order_receive_info,New Order é recebida com informações a seguir.
trans_code,Trans. Código
trans_status_label,Trans. estado
billing_cus_name,Faturamento Nome do cliente
billing_add1,Endereço de cobrança 1
billing_add2,Endereço de cobrança 2
billing_phone,faturamento de telefone
billing_email,faturamento Email
billing_shipping_name,Faturamento Shipping Name
shipping_add1,Endereço para envio 1
shipping_add2,Endereço para envio 2
shipping_phone,Envio de telefone
shipping_email,Envio-mail
memo_label,Memorando
zone_shipping,zona envio
prd_detail_info,Detalhes do produto informações em abaixo
sub_total,sub total
coupon_dis_amount,Cupom de desconto Montante (-)
overall_tax,Fiscal global (+)
shipping_cost,Custo de transporte (+)
shipping_tax,Imposto Shipping (+)
total_bal_amt,Total Saldo Valor
no_country_available,"Desculpe, os países de envio não estão disponíveis."
shop_label,lojas
user_label,Gestão de utilizadores
btn_contact,Fale Conosco Mensagem
btn_api_keys,chaves de API
btn_paypal_config,Configuração Paypal
trans_code_label,Código transação
lang_active,Ativo
shop_approve_label,Parabéns! Sua loja foi aprovado. Então você pode fazer o login com o e-mail cadastrado e senha.
shop_reject_label,"Desculpe! Sua loja foi rejeitada. Se você tiver alguma dúvida, por favor mande mensagem para contact@ps.com"
success_register_edit,Register loja foi atualizado com sucesso
success_register_add,Register shop foi adicionado com sucesso
btn_reject_shop,Rejeitar listas de Loja
shop_reg_label,"New shop foi registrado. Por favor, dê uma olhada mais detalhes abaixo de"
shop_phone_label,Phone Shop
shop_add_label,Shop Endereço
user_email_label,usuário E-mail
shop_reg_done,Sua loja foi registrado. Depois analisamos então poderíamos voltar para você para o resultado do processo de aprovação. Aqui estão algumas informações para sua loja
new_user_register,Novo Registro de Conta de Usuário
user_register_success_but_email_not_send,"registo de utilizador sucesso, mas email não enviar"
verify_code_sent,Código de verificação foi enviado
new_shop_register,New shop foi registrado.
success_shop_register,Sua loja foi registrado.
shop_approve,Sua loja foi aprovado.
shop_reject,Sua loja foi rejeitada.
no_record_found,nenhuma gravação encontrada
approval_shop_login,"Desculpe, sua loja não é ainda aprovar."
pls_shop_tag,"Por favor, escolha a sua loja"
f_user_pass_required,Digite o usuário senha
write_reply_label,Escreva uma resposta...
go_to_paypal_label,Ir para Paypal
f_shop_create_success_title,Felicitações!
f_shop_create_success_text,Sua loja foi registrado e nossa equipe aprovação irá analisá-lo. Você será notificado por e-mail se a sua loja registrado é aprovado.
go_to_shop_register,Ir para Loja Register
f_user_pass_length,O comprimento da senha do usuário deve ser maior que 4
f_user_conf_required,Digite o usuário Confirmar senha
f_user_conf_length,O comprimento do Usuário Confirmar senha deve ser maior que 4
err_description_label,"Por favor, forneça descrição"
err_shop_tag_label,"Por favor, forneça tag loja"
btn_approved_shop,aprovação Loja
select_status,Seleccione aprovado ou rejeitado?
paypal_success_label,Com sucesso Paypal !!!
btn_shop_tag,Tag loja
btn_register_user,Registrar Usuário
shop_name_label,Nome da loja
multiple_upload_module,Múltiplos produtos Carregar
analytics_module,analítica
success_rating_delete,Avaliação foi excluído com sucesso
no_country_available,Desculpe
rating_yes_all_message,Tem certeza que deseja deletar essa classificação?
delete_rating_label,Avaliação de exclusão?
success_trans_delete,Transação foi excluído com sucesso
trans_yes_all_message,Tem certeza que deseja deletar essa transação?
delete_trans_label,Transação de exclusão?
err_user_pass_len,O comprimento da senha do usuário deve ser maior que 4
err_user_pass_conf_bank,O comprimento do Usuário Senha Confirmar deve ser maior que 4
new_user_acc,"Sua nova conta de usuário foi criada. Bem-vindo ao Flutter Multi Restaurant. Por favor, verificada com o código a seguir para actived sua conta."
verify_code_label,Código Verificado
smtp_section,Configuração de SMTP
smtp_host_label,Anfitrião SMTP
smtp_host_placeholder,por exemplo: ssl: //smtp.hostmail.com
smtp_port_label,SMTP Número da porta
smtp_enable,SMTP Habilitar?
smtp_user_label,Usuário SMTP
smtp_pass_label,Senha SMTP
success_backend_edit,Backend configuração foi atualizado com sucesso
topics_label,tópicos
dashboard_label,painel de controle
back_to_shop,Voltar à lista de compras
lang_deactive,Desativada
err_symbol_exist,símbolo idioma já está existia no sistema.
paypal_info,Informação Paypal
price,Preço
currency_code,Código da moeda
api_username,Api Nome de Usuário
api_password,Api senha
api_signature,Assinatura Api
application_id,ID do aplicativo
developer_email_account,Conta desenvolvedor Email
sandbox,Caixa de areia
api_version,Api Versão
delete_system_user_label,Excluir usuário do sistema?
system_user_delete_confirm_message,Tem certeza de que deseja excluir este usuário do sistema?
entry_label,Entrada
trans_status_module,Status da transação
payment_status_module,Status do pagamento
deliboys_module,Gestão de entregadores
deli_status_title,Título
deli_status_add,Adicionar status de entrega
err_deli_status_name,Forneça o título do status de entrega
err_deli_status_len,O comprimento do Título do status de entrega deve ser maior que 4
err_deli_status_exist,Status de entrega da pesquisa
deli_status_search,Status de entrega da pesquisa
deli_status_edit,Editar status de entrega
success_deli_status_edit,O status da entrega foi editado com sucesso.
success_deli_status_add,O status de entrega foi adicionado com sucesso.
success_deli_status_delete,O status da entrega foi excluído com sucesso.
deli_status_yes_all_message,Tem certeza de que deseja excluir este status de entrega?
delete_deli_status_label,Excluir status da entrega?
pay_status_info,Informações sobre status de pagamento
err_pay_status_name,Forneça o título do status do pagamento
err_pay_status_len,A duração do status do pagamento deve ser maior que 4
err_pay_status_exist,O status do pagamento já existe.
pay_status_add,Adicionar status de pagamento
pay_status_search,Pesquisar status de pagamento
pay_status_edit,Editar status do pagamento
success_pay_status_edit,O status do pagamento foi editado com sucesso
success_pay_status_add,O status do pagamento foi adicionado com sucesso
success_pay_status_delete,O status do pagamento foi excluído com sucesso.
delete_pay_status_label,Excluir status do pagamento?
pay_status_yes_all_message,Tem certeza de que deseja excluir este status de pagamento?
trans_status_info,Informações sobre o status da transação
err_trans_status_name,Forneça o título do status da transação
err_trans_status_len,A duração do Status da transação deve ser maior que 4
err_trans_status_exist,O status da transação já existe
trans_status_search,Status da transação de pesquisa
trans_status_add,Adicionar status de transação
delete_trans_status_label,Excluir status da transação?
trans_status_edit,Editar status da transação
success_trans_status_edit,O status da transação foi editado com sucesso.
success_trans_status_add,A transação foi adicionada com sucesso.
success_trans_status_delete,O status da transação foi excluído com sucesso.
trans_status,Status das transações:
trans_status_yes_all_message,Tem certeza de que deseja excluir este status da transação?
deli_status_ordering,Encomenda
final_stage,Estágio final
final_stage_delete,O estágio final não pode ser excluído.
start_stage_delete,O estágio inicial não pode excluir.
add_on_module,Adicionar
shipping_areas_module,Área de despacho
app_configs_module,Configuração de aplicativo
food_add_img,Adicionar imagem
food_add_name,Add On Name
food_add_description,Descrição
food_add_price,Preço
food_additional_info,Informações Adicionais
err_food_add_name,Forneça o nome Add On.
err_food_add_len,O comprimento do nome do complemento deve ser maior que 4
err_food_add_exist,O nome Add On já existe
food_additional_add,Adicionar Add On
additional_search,Pesquisar Add On
additional_edit,Editar Add On
success_additional_edit,O complemento foi atualizado com sucesso.
success_additional_add,Add On foi adicionado com sucesso.
success_additional_delete,O complemento foi excluído com sucesso.
prd_addon_label,Selecione Add On
prd_ordering,Encomenda
prd_ingredient,Ingrediente
prd_nutrient,Nutriente
shipping_areas_module,Área de despacho
shp_area_price,Preço
err_shp_area_name,Nome da área de envio
shp_area_info,Informações sobre a área de remessa
shp_area_add,Ajouter une zone d'expédition...
err_shp_area_exist,A área de expedição já existe
success_shp_area_edit,A área de expedição foi editada.
shp_area_edit,Editar área de expedição
success_shp_area_add,A Área de expedição foi adicionada com sucesso.
success_shp_area_delete,A área de expedição foi excluída.
shp_area_name,Nome da área
shp_area_search,Pesquisar Área de expedição
err_shp_area_len,O comprimento da área de expedição deve ser maior que 4
delete_shp_area_label,Excluir área de expedição?
shp_area_delete_confirm_message,¿Estás segura de eliminar esta Área de envío?
fcm_api_key_deli_boy_label,fcm_api_key_deli_boy_label
policy_info,policy_info
content_label,content_label
privacy_policy_module,privacy_policy_module
success_policy_edit,success_policy_edit
success_policy_add,success_policy_add
not_yet_activate,not_yet_activate
user_status,status do usuário
order_submit,order_submit
deliveried,deliveried
price_level,nível de preço
highlighted_info,highlighted_info
deli_status_module,deli_status_module
payment_status_module,payment_status_module
delete_deliboy_label,delete_deliboy_label
deliboy_delete_confirm_message,deliboy_delete_confirm_message
success_deliboy_delete,success_deliboy_delete
restaurant_version,Flutter Restaurant Versão
deliboy_version,Delivery Boy Version
razor_enabled_label,Está ativado Navalha?
razor_label,[Option 6]: Pagamento Com Navalha
razor_key_label,navalha Key
banktransfer_label,[Option 3] : Payment With Bank Transfer
module_group_lang,Grupo de módulos
group_name,Nome do grupo de módulos
group_icon,Ícone do grupo de módulos
group_lang_key,Chave de idioma
group_info,Informações do grupo de módulos
group_search,Grupo de módulos de pesquisa
group_add,Adicionar grupo de módulos
success_group_edit,O grupo de módulos foi editado com sucesso
success_group_add,O grupo de módulos foi adicionado com sucesso
group_edit,Editar grupo de módulos
success_group_delete,O grupo de módulos foi excluído com sucesso
err_group_name,Forneça o grupo de módulos
err_group_len,O comprimento do nome do grupo de módulos deve ser maior que 4
err_group_exist,O nome do grupo de módulos já existe
module_lang,Módulo
module_desc,Descrição
module_ordering,Encomenda
module_add,Adicionar módulo
module_info,Informações do módulo
module_name,nome do módulo
is_show_on_menu,Mostrar no menu?
module_lang_key,Chave de idioma do módulo
module_select_group,Selecionar grupo de módulos
delete_module_label,Excluir módulo?
module_delete_confirm_message,Tem certeza de que deseja excluir este módulo?
delete_group_label,Excluir grupo de módulos?
group_delete_confirm_message,Tem certeza de que deseja excluir este grupo de módulos?
err_module_name,Forneça o nome do módulo
err_module_len,O comprimento do nome do módulo deve ser maior que 4
err_module_exist,O nome do módulo já existe
module_search,Nome do módulo de pesquisa
success_module_edit,O módulo foi atualizado com sucesso.
success_module_add,O módulo foi adicionado com sucesso.
module_edit,Módulo de edição
success_module_delete,O módulo foi excluído com sucesso.
payment_not_select,Selecione Pagamento
about_location_section,Informação local
opening_hour_label,Hora de abertura
closing_hour_label,fechando hora
closed_date_label,Closed Data
closed_date_example,"Para, por exemplo; Fechou em Todos os domingos"
rest_lat_label,Latitude
rest_lng_label,Longitude
user_phone_label,Telefone usuário
about_me,Sobre mim
deliboy_info,Entrega de informação Boy
user_phone,telefone
product_price,Preço do produto
product_title,Título
product_desc,Descrição
select_pay_status,Selecione Status de Pagamento
select_deli_boy,Select Delivery Boy
trans_prd_checkout,"Desculpe, um dos produtos selecionados não está disponível em nosso sistema."
err_user_name_blank,"Por favor, forneça o nome de usuário"
err_user_pass_blank,"Por favor, forneça a senha do usuário"
err_user_pass_conf_blank,"Por favor, forneça a senha de confirmação do usuário"
err_user_pass_conf_not_match,Sua senha e senha de confirmação não são correspondidos
err_user_name_len,O comprimento do Nome de Usuário deve ser maior que 4
err_user_email_invalid,"Desculpe, o seu e-mail é inválido"
user_mang_group,Gerenciamento de usuários
img_configuration,Configuração de imagem
land_width_label,Largura Paisagem
potrait_height_label,Altura do Retrato
square_label,Altura Quadrada
err_shop_name,"Por favor, informe o nome da loja."
err_shop_len,O comprimento da Loja Nome deve ser maior que 4.
err_shop_exist,nome da loja já está existia no sistema.
user_banned,"Desculpe, sua conta é proibido."
err_user_not_existed,Sua conta não está existia no sistema.
err_lat_lng,Latitude e Longitude não deve ser 0.0.
no_record_pagination,"Desculpe, não há mais registro no sistema."
email_verification_enabled,-Mail de verificação Activado?
minimum_order_amount,Ordem Mínima Quantidade
approve_message_1,Felicitações! Entrega aprovado Boy (
approve_message_2,)
reject_message_1,Desculpe! Entrega rejeitado Boy (
reject_message_2,)
trans_shop_checkout,"Desculpe, uma de suas lojas selecionadas não estão disponíveis em nosso sistema."
banusers_module,Ban Lista Usuários
btn_view,Visão
btn_back,Costas
additional_delete_confirm_message,Tem certeza que deseja excluir este alimento adicional?
delete_additional_label,Excluir alimento adicional?
btn_shop_rating,loja de Avaliação
rating_shop_name,Classificado Name Shop
rating_description,Avaliação Descrição
shop_rate_info,Classificado Informação Loja
error_deli_boy,"Desculpe, Você não tem acesso para acessar Backend"
user_auto_approved,Sua nova conta de usuário foi criada. Bem-vindo ao Flutter Multi Restaurant.
reservation_lang_module,Reservas
restaurant_branches_module,Filiais de restaurantes
success_res_edit,Reservation haA reserva foi atualizada com sucesso
success_res_add,A reserva foi adicionada com sucesso
resv_info,Informação de reserva
resv_date_label,Data de reserva (DD / MM / AAAA)
resv_time_label,Tempo de reserva (HH: MM) Formato de 24 horas
reserved_by,Reservado por
resv_note,Nota adicional
resv_status,Status de reserva
trans_delivery_pickup_date,Data de coleta da entrega:
trans_delivery_pickup_time,Horário de coleta da entrega:
pickup_message,Retirar Mensagem
pickup_label,[Opção 6]: Pagamento com retirada
pickup_enabled,O Pick Up está ativado?
cus_pick_up_order,O cliente retirará este pedido.
success_logout,Usuário tem sido sucesso de logout.
paystack_setting,Paystack Configuração
paystack_label,[Option 7]: Pagamento com Paystack
paystack_key_label,Paystack Key
paystack_enabled_label,Paystack está ativado?
btn_duplicate,Duplicada
success_prd_duplicate_add,O item duplicado foi adicionado com sucesso
maximum_order,Order máxima
pls_maximum_order,Agradar máxima Order
deeplink_section,Configuração de link profundo
dyn_link_key_label,Chave de link dinâmico
dyn_link_url_label,URL de ligação dinâmica
dyn_link_package_name_label,Nome do pacote de link dinâmico
dyn_link_domain_label,Domínio de ligação dinâmica
dyn_link_deep_url_label,URL de link direto
prd_dynamic_link_label,Product Dynamic Link
dyn_link_package_name_ios,ligando o nome do pacote IOS dinâmica
dyn_link_ios_appstore_id,Dinâmica Linking IOS AppStore Id
prd_image,Imagem do Produto
key_and_user_not_match,Chave e do usuário não são correspondidos.
user_not_permission,Você não tem permissão para este módulo.
user_not_action,Você não tem acesso a fazer esta ação.
not_login_access,Você não tem acesso ao login.
deliver_distance_label,Distância de entrega
deli_charges_label,Taxas de entrega por milha
fixed_deli_fee_label,Taxa de entrega fixa
deliver_unit_label,Unidade de entrega
is_area_label,Área
not_calculate_deli_fee,Não vai calcular a taxa de entrega.
deli_fee_by_distance_label,Taxa de entrega por distância
deli_fee_formula,Fórmula: (distância entre cliente e loja) x (encargos - por 1 milha)
fixed_delivery_label,Entrega fixa
fixed_delivery_fee,Taxa de entrega gratuita
free_delivery_label,Entrega grátis
monday_label,Segunda-feira
tuesday_label,terça
wednesday_label,quarta-feira
thursday_label,quinta-feira
friday_label,sexta-feira
saturday_label,sábado
sunday_label,Domigo
err_monday,"Por favor, forneça segunda hora."
err_tuesday,"Por favor, forneça uma hora de terça-feira."
err_wednesday,"Por favor, forneça quarta hora."
err_thursday,"Por favor, forneça quinta-feira hora."
err_friday,"Por favor, forneça a sexta hora."
err_saturday,"Por favor, forneça a hora de sábado."
err_sunday,"Por favor, forneça a hora do domingo."
invalid_monday,Segunda-feira hora próxima é inválida.
invalid_tuesday,Terça-feira próxima hora é inválida.
invalid_wednesday,"Quarta-feira, hora próxima é inválida."
invalid_thursday,Quinta-feira hora próxima é inválida.
invalid_friday,Sexta-feira hora próxima é inválida.
invalid_saturday,Sábado perto da hora é inválido.
invalid_sunday,Domingo perto da hora é inválido.
cannot_order_food,Você está longe da loja.
shop_schedule_label,Calendário de loja
is_refundable_label,É reembolsável em? (Se um pedido pode reembolsar ao usuário neste status de transação).
cannot_refund_stage,A ordem não pode reembolsar neste status de transação.
cannot_refund_payment,Não pode reembolsar para este método de pagamento.
order_refund_subject,Seu pedido foi reembolsado.
already_refunded,Seu pedido já reembolsou.
refunded_orders_search,Pedidos reembolsados ​​Pesquisa
stripe_refund_failed,O reembolso da listra falhou.
order_refund_info,O pedido é reembolsado com as seguintes informações.
refunded_amount,Quantidade reembolsada
refund_orders_module,Pedidos reembolsados
paypal_refund_failed,O reembolso do PayPal falhou.
paypal_client_id_label,ID do cliente PayPal.
paypal_secret_key_label,Chave secreta do PayPal.
transaction_refresh_section,Página de transação e configuração de atualização de som NOTI
transaction_page_time_label,Página de transação Auto Refrescante Tempo
transaction_sound_time_label,Transação Noti Som Som tempo refrescante
buyer_name,Nome do comprador
payment_method,Forma de pagamento
payment_status,Status do pagamento
already_rating_deliboy,Você já avaliou para este menino.
overall_rating,Avaliação geral
deliboy_rating_log_module,Entrega Boy Rating Logs
deliboy_list_label,Todos os meninos de entrega
not_final_stage,Você não pode avaliar agora porque seu pedido não é atingido final ainda.
not_yet_assigned_deliboy,Entrega que ainda não atribuiu o pedido.
deli_boy_not_existed,O entregador não existiu no sistema.
deli_boy_banned,O entregador foi banido por admin.
rating_by_how_many_people,Classificação por quantas pessoas
review_label,Análise
joined_date,Data juntada
delete_trans_label,Excluir transação?
trans_yes_all_message,Você tem certeza de excluir esta transação?
success_trans_delete,A transação foi excluída com sucesso
minimum_order_cannot_zero,O pedido mínimo de alimentos não pode ser zero.
maximum_order_cannot_zero,A ordem máxima de alimentos não pode ser zero.
err_user_email_blank,"Por favor, forneça o email do usuário."
best_choice,Melhor escolha
best_choice_add,Adicionar melhor escolha
best_choice_name,Melhor nome de escolha
success_best_choice_delete,A melhor escolha foi excluída com sucesso.
success_best_choice_edit,A melhor escolha foi atualizada com sucesso.
success_best_choice_add,A melhor escolha foi adicionada com sucesso.
delete_best_choice_label,Excluir melhor escolha?
best_choice_delete_confirm_message,Você tem certeza de excluir esta melhor escolha?
err_best_choice_name,"Por favor, forneça o melhor nome de escolha"
err_best_choice_len,O comprimento do nome da coleta deve ser maior que 4
err_best_choice_exist,Este nome de melhor escolha já existe.
best_choice_photo,Melhor foto de escolha
price_cannot_zero,O preço não pode ser zero.
err_price_blank,"Por favor, forneça preço"
err_coupon_code_blank,"Por favor, forneça o código de cupom"
err_coupon_code_len,O comprimento do código de cupom deve ser maior que 4
err_coupon_amount_blank,"Por favor, forneça o valor do cupom"
err_coupon_amount_len,O comprimento da quantidade de cupom deve ser maior que 2
coupon_amount_cannot_zero,Quantidade de cupom não pode ser zero
err_shp_price_blank,"Por favor, forneça a área de transporte Price"
dis_cannot_zero,Por cento de desconto não pode ser zero
err_price,"Por favor, forneça um preço personalizado"
cus_price_cannot_zero,O preço personalizado não pode ser zero
err_curr_sym,"Por favor, forneça símbolo de moeda"
err_curr_short,"Por favor, forneça uma forma curta de moeda"
delete_branch_label,Eliminar sucursal del restaurante?
branch_delete_confirm_message,Você tem certeza de excluir este ramo de restaurante?
success_sys_user_delete,O usuário do sistema foi excluído com sucesso
best_choice_info,Melhor informação de escolha
noti_sent_fail,NOTI enviado falha
select_csv_file,Selecione o arquivo CSV.
pls_upload_csv,"Por favor, forneça o arquivo CSV"
err_icon_missing,Nenhum arquivo é carregado
csv_upload_instruction_1,"Por favor, siga as etapas abaixo: <br> 1. Carregar imagens para carregar a pasta manualmente via FTP. <br> 2. Em seguida, prepare-se como formato CSV. Amostra aqui:"
csv_file_sample_link,"<a href=""https://bit.ly/3G4MvHj"" target=""_blank"">https://bit.ly/3G4MvHj</a> "
csv_upload_instruction_2,<br> 3. Você pode usar o Google Folha para criar e exportar como separador de vírgulas.
flutter_wave_label,[Opção 7]: Pagamento com onda de flutter
flutter_wave_publishable_key,Chave pública de onda de flutter
flutter_wave_encryption_key,Chave de criptografia de onda de flutter
flutter_wave_enable_label,O pagamento da onda de flutter está habilitado?
search_keyword_section,Pesquisa por configuração de palavra-chave
search_in_shop,Pesquisa na loja
search_in_category,Pesquisar na categoria.
search_in_product,Pesquisar em Produto
search_in_shop_limit,Pesquisar no limite da loja
search_in_category_limit,Pesquisar no limite de categoria
search_in_product_limit,Pesquisar no limite do produto
success_user_sch_delete,A programação do usuário foi excluída com sucesso.
err_delete_sch_detail,Há um erro ao excluir o detalhe do agendamento do usuário.
err_delete_sch,Há um erro ao excluir a programação do usuário.
schedule_orders_module,Agendar pedidos
search_in_subcategory,Pesquise na subcategoria
search_in_subcategory_limit,Pesquisar no limite da subcategoria
checkout_with_whatsapp,Checkout com whatsapp
checkout_with_email,Checkout com fluxo normal de transação
one_page_checkout,Uma página checkout
multi_page_checkout,Checkout de página múltipla
err_choice_one,Por favor escolha um 'checkout de uma página' ou 'checkout de várias páginas'
checkout_with_whatsapp_des,O usuário fará o pedido do WhatsApp. Os dados de transação não serão armazenados no backend.
checkout_with_email_des,Fluxo de transação padrão.
one_page_checkout_des,Ele mostrará um checkout simples de tela. É para facilitar o checkout.
multi_page_checkout_des,"Ele mostrará o check-out da base. Então, o usuário verá várias tela quando checkout."
deliboy_cost_setting,Configuração de custo de entrega
deliboy_ass_setting,Configuração de atribuição de entrega
deli_auto_assign,Auto designado para entrega
deli_manual_assign,Manual atribuído a entrega
how_many_deli_to_broadcast,Quantos garotos de entrega para transmitir
mobile_setting_module,Configuração móvel
price_format,Formato de preço
price_format_desc,"Você precisa alterar de acordo com o formato que você precisa (por exemplo, "",##0.00"" => 2.555,00, ""##0.00"" => 2555,00 ,"".00"" => 2555,00, "",##0"" => 2.555, "",##0,0"" => 2.555,0)"
date_format,Formato de data
google_playstore_url,URL da Google Play Store
apple_appstore_url,URL da Apple App Store
ios_appstore_id,ID da loja de aplicativos IOS
default_order_time,Tempo padrão do pedido (minutos)
fb_key,Chave do Facebook
is_show_token_id,"ID do token ativado? (Se esta configuração estiver ""Ativada"", o usuário poderá visualizar o ID do token na configuração de notificação.)"
is_show_subcategory,"Subcategoria ativada? (Se esta configuração for ""On"", a subcategoria pode ser usada no aplicativo.)"
is_use_thumbnail_as_placeholder,"Usar miniatura como configuração de espaço reservado ativado? (Se esta configuração estiver ""Ligada"", ela carregará a imagem em miniatura primeiro e depois carregará a imagem completa. Ou se essa configuração estiver ""Desativada"", ela carregará a imagem completa diretamente e para a imagem de espaço reservado será usada a imagem de espaço reservado padrão.)"
admob_section,Configuração da AdMob
is_show_admob,"Configuração da AdMob ativada? (Se esta configuração estiver ""Ligada"", o aplicativo exibirá anúncios.)"
lang_section,Configuração de idioma
default_language,Idioma padrão
exclude_language,idiomas disponíveis
exclude_lang_desc,"(Se o idioma estiver ""Ligado"", o usuário poderá usar esse idioma no aplicativo.)"
default_currency_section,Default Currency Configuration
default_razor_currency,Moeda padrão da navalha
is_razor_support_multi_currency,"Razor Support Multi-Moeda Ativado? (Se esta configuração estiver ""Ligada"", você pode aceitar o pagamento com lâmina em várias moedas no aplicativo.)"
default_flutter_wave_currency,Moeda padrão do Flutterwave
login_section,Configuração de login
show_facebook_login,"Login do Facebook ativado? (Se esta configuração estiver ""Ligada"", os usuários podem estar logados com o Facebook.)"
show_google_login,"Login do Google ativado? (Se esta configuração estiver ""Ativada"", os usuários poderão fazer login com o Google.)"
show_phone_login,"Telefone Login Ligado? (Se esta configuração estiver ""Ligada"", os usuários poderão fazer login com um número de telefone.)"
show_main_menu,"Menu principal ativado? (Se esta configuração estiver ""Ligada"", o usuário poderá visualizar a guia ""Menu Principal"" em cada loja.)"
show_special_collections,"Coleções especiais em? (Se esta configuração estiver ""Ativada"", o usuário poderá visualizar a guia ""Ofertas especiais"" em cada loja.)"
show_featured_items,"Itens em destaque ativado? (Se esta configuração estiver ""Ligada"", o usuário poderá visualizar os ""Itens em destaque"" em cada loja.)"
show_best_choice_slider,"Melhor controle deslizante de escolha? (Se esta configuração estiver ""Ativada"" quando o usuário abrir o aplicativo, o usuário poderá visualizar as coleções de melhor escolha com a visualização do controle deslizante.)"
default_loading_limit,Limite de carregamento padrão
category_loading_limit,Limite de carregamento de categoria
collection_product_loading_limit,Limite de carregamento do produto da coleção
discount_product_loading_limit,Limite de carregamento do produto com desconto
feature_product_loading_limie,Limite de carregamento do produto em destaque
latest_product_loading_limit,Limite de carregamento do produto mais recente
shop_loading_limit,Limite de carregamento da loja
trending_product_loading_limit,Limite de carregamento de produtos em alta
default_limit_section,Configuração de limite padrão
dasboard_section,Configuração do painel
date_format_desc,"dd para o dia, MM para o mês, yyyy para o ano, hh para a hora, mm para o minuto, ss para o segundo (por exemplo, dd-MM-aaaa hh:mm:ss)"
app_config_info_lable,Informações de configuração do celular
loc_section,Configuração do local
success_mobile_edit,A configuração do celular foi atualizada com sucesso.
success_mobile_add,A configuração do celular foi adicionada com sucesso.
err_default_lang,Forneça o idioma padrão.
err_default_loading_limit_zero,O limite de carregamento padrão não pode ser zero.
err_default_loading_limit,Forneça o limite de carregamento padrão.
err_category_loading_limit,Forneça o limite de carregamento da categoria.
err_category_loading_limit_zero,O limite de carregamento da categoria não pode ser zero.
err_collection_product_loading_limit,Forneça o limite de carregamento do produto da coleção.
err_collection_product_loading_limit_zero,O limite de carregamento do produto da coleção não pode ser zero.
err_discount_product_loading_limit,Forneça o limite de carregamento do produto com desconto.
err_discount_product_loading_limit_zero,O limite de carregamento do produto com desconto não pode ser zero.
err_feature_product_loading_limit,Forneça o limite de carregamento do produto em destaque.
err_feature_product_loading_limit_zero,O limite de carregamento do produto em destaque não pode ser zero.
err_latest_product_loading_limit,Forneça o limite de carregamento do produto mais recente.
err_latest_product_loading_limit_zero,O limite de carregamento do produto mais recente não pode ser zero.
err_shop_loading_limit,Forneça o limite de carregamento da loja.
err_shop_loading_limit_zero,O limite de carregamento da loja não pode ser zero.
err_trending_product_loading_limit,Forneça o limite de carregamento de produtos de tendência.
err_trending_product_loading_limit_zero,O limite de carregamento do produto em tendência não pode ser zero.
err_default_order_time,Forneça o horário padrão do pedido.
err_default_order_time_zero,O tempo padrão do pedido (minutos) não pode ser zero.
err_google_playstore_url,Forneça o URL da Google Play Store.
err_apple_appstore_url,Forneça o URL da loja de aplicativos da Apple.
err_ios_appstore_id,Forneça o ID da loja de aplicativos ios.
err_price_format,Forneça o formato do preço.
err_date_format,Forneça o formato de data.
err_fb_key,"Por favor, forneça a chave do Facebook."
default_lang_select,Selecione o idioma padrão
route_name_label,Nome da rota
deliboy_label,Entregador
total_amount_label,Valor total
added_date_label,Data adicionada
send_with_this_route,Enviar com esta rota
add_route_label,Adicionar rota do pedido
btn_send,Mandar
note_label,Observação
order_route_info_label,Informações da rota do pedido
order_route_add,Adicionar rota do pedido
btn_proceed,Continuar
btn_paused,Pausado
sch_detail,Detalhe dos pedidos de agendamento
go_route_to_deliver_order_label,Ir Rotas para Entregar
btn_deliver,Entregar
schedule_payment_method,Forma de pagamento
schedule_memo,Memorando
schedule_delivery_pickup_date,Data de Coleta de Entrega
schedule_delivery_pickup_time,Horário de coleta de entrega
schedule_day,Agendar dia
schedule_time,Hora agendada
shcedule_detail,Detalhe do pedido de agendamento
schedule_orders_search,Agendar pesquisa de pedidos
about_location_section,Sobre a seção de localização
success_route_edit,A ordem da rota foi atualizada com sucesso.
success_route_add,A ordem de rota foi criada com sucesso.
please_select_order,Por favor selecione a ordem
proceed_label,Continuar
paused_label,Pausado
route_order_search,Pesquisa de rotas de pedidos
order_route_add,Adicionar rota do pedido
route_edit,Editar rota do pedido
success_qty_edit,A quantidade foi atualizada com sucesso.
