key,valor
success_reset_email_sent,Restablecer correo electrónico se envía con éxito
err_touch_count,Problema In Touch cuenta!
coupon_not_found,Su código de cupón es válido.
require_user_id,Requerido ID de usuario
require_platform,Plataforma requerida
file_na,No disponible
token_already_exist,"Lo sentimos, dispositivo de señal ya existe."
err_noti_register,"Lo sentimos, no hay problema para el registro de notificaciones push."
success_noti_register,El dispositivo registrado con éxito para notificaciones push.
success_noti_unregister,El dispositivo no registrado con éxito para notificaciones push.
err_noti_unregister,"Lo sentimos, existe el problema de la eliminación del registro de notificaciones push."
err_in_noti_read,"Lo sentimos, la notificación no es capaz de leer."
success_touch_count,Toque Recuento insertado correctamente.
backend_setting_module,Ajuste backend
backend_config_info_lable,Información de configuración de back-end
sender_name_label,Nombre del remitente
receive_email_label,Recibir correo
sender_email_label,Correo electrónico del remitente
img_section,Sección imagen
fcm_api_key_label,clave de API FCM
backend_login_img,Iniciar sesión Imagen de fondo backend
backend_logo,backend Logo
backend_fav_icon,Backend Fav Ico
upload_backend_logo,Subir backend Logo
upload_fav_icon,Subir Fav Icon
upload_login_img,Subir sesión de fotos
pwd_reset_label,Restablecimiento de contraseña
pwd_reset_link,"Por favor, haga clic en el siguiente enlace para restablecer la contraseña"
reset_link_label,Restablecer la contraseña
best_regards_label,Atentamente
hi_admin_label,Hola administración
name_label,Nombre
email_label,Email
phone_label,Teléfono
msg_label,Mensaje
bank_acc_label,Cuenta bancaria :
bank_name_label,Nombre del banco :
bank_code_label,Codigo bancario :
branch_code_label,Código de sucursal
swift_code_label,código SWIFT
pay_met_cod,Forma de pago: Pago contra entrega
pay_met_paypal,Forma de pago: Paypal
pay_met_stripe,Forma de pago: Raya
pay_met_bank,Forma de pago: Transferencia bancaria <br>
price_label,Precio:
unit_label,Unidad
shipping_cost_label,Costo de envío
qty_label,CANT
hi_label,Hola
order_receive_info,Nuevo orden es recibida con la información siguiente.
trans_code,Trans. Código
trans_status_label,Trans. Estado
billing_cus_name,Nombre del cliente de facturación
billing_add1,Dirección de facturación 1
billing_add2,Dirección de facturación 2
billing_phone,Teléfono de facturación
billing_email,Correo Electrónico de Facturas
billing_shipping_name,Facturación Nombre de envío
shipping_add1,Dirección de envío 1
shipping_add2,Dirección de envío 2
shipping_phone,Teléfono envío
shipping_email,el envío de correo electrónico
memo_label,Memorándum
zone_shipping,zona de envío
prd_detail_info,Datos del producto Información por debajo
sub_total,Sub total
coupon_dis_amount,Cupón de descuento Cantidad (-)
overall_tax,En general Tributaria (+)
shipping_cost,El coste de envío (+)
shipping_tax,Impuesto de envío (+)
total_bal_amt,Equilibrio Total Importe
no_country_available,"En este momento, los países de envío no están disponibles."
shop_label,tiendas
user_label,Gestión de usuarios
btn_contact,Contacte con nosotros Mensaje
btn_api_keys,claves de la aPI
btn_paypal_config,Configuración paypal
trans_code_label,Codigo de transacción
lang_active,Activo
shop_approve_label,¡Felicidades! Su tienda ha sido aprobado. Por lo que puede iniciar sesión con el correo electrónico y la contraseña registradas.
shop_reject_label,"¡Lo siento! Su tienda ha sido rechazada. Si tienes alguna pregunta, por favor dejar mensaje a contact@ps.com"
success_register_edit,Registro Shop se ha actualizado correctamente
success_register_add,Registro Shop se ha añadido con éxito
btn_reject_shop,Rechazar listas de tienda
shop_reg_label,"Nueva tienda ha sido registrada. Por favor, eche un vistazo a continuación más detalles"
shop_phone_label,tienda de telefonía
shop_add_label,Shop Dirección
user_email_label,User Correo electrónico
shop_reg_done,"Su tienda ha sido registrada. Después revisamos a continuación, que se pueden conseguir de nuevo a usted para el resultado del proceso de aprobación. Aquí alguna información para su tienda"
new_user_register,Nuevo registro de cuentas de usuario
user_register_success_but_email_not_send,"el éxito del registro del usuario, pero no enviar correo electrónico"
verify_code_sent,Código de verificación ha sido enviado
new_shop_register,Nueva tienda ha sido registrada.
success_shop_register,Su tienda ha sido registrada.
shop_approve,Su tienda ha sido aprobado.
shop_reject,Su tienda ha sido rechazada.
no_record_found,ningún record fue encontrado
approval_shop_login,"Lo siento, la tienda todavía no se aprueba."
pls_shop_tag,Por favor seleccione su tienda
f_user_pass_required,"Por favor, introduzca la contraseña de usuario"
write_reply_label,Escribe una respuesta...
go_to_paypal_label,Ir a PayPal
f_shop_create_success_title,Enhorabuena!
f_shop_create_success_text,Su tienda ha sido registrado y nuestro equipo lo revisará aprobación. Se le notificará por correo electrónico si su tienda está aprobado registrada.
go_to_shop_register,Ir a la tienda Registro
f_user_pass_length,La longitud de la contraseña de usuario debe ser mayor que 4
f_user_conf_required,"Por favor, introduzca la contraseña del usuario Confirmar"
f_user_conf_length,La longitud de usuario Confirmar contraseña debe ser mayor que 4
err_description_label,Por favor proporcionar la descripción
err_shop_tag_label,Por favor proporcione la etiqueta tienda
btn_approved_shop,aprobación Shop
select_status,Seleccione aprobado o rechazado?
paypal_success_label,PayPal éxito !!!
btn_shop_tag,tienda Tag
btn_register_user,Registro de usuario
shop_name_label,Nombre de tienda
multiple_upload_module,Múltiples Alimentos Subir
analytics_module,Analítica
success_rating_delete,Clasificación se ha eliminado correctamente
no_country_available,Lo siento
rating_yes_all_message,Está seguro que desea eliminar esta calificación?
delete_rating_label,Clasificación de borrado?
success_trans_delete,Transacción se ha eliminado correctamente
trans_yes_all_message,Está seguro que desea eliminar esta transacción?
delete_trans_label,Transacción de eliminación?
err_user_pass_len,La longitud de la contraseña de usuario debe ser mayor que 4
err_user_pass_conf_bank,La longitud de la contraseña Confirmar usuario debe ser mayor que 4
new_user_acc,Su nueva cuenta de usuario ha sido creada. Bienvenido a Flutter Multi Restaurant. Verifique con el código a continuación para activar su cuenta.
verify_code_label,código verificado
smtp_section,Configuración SMTP
smtp_host_label,Host SMTP
smtp_host_placeholder,por ejemplo: ssl: //smtp.hostmail.com
smtp_port_label,Número de puerto SMTP
smtp_enable,Habilitar SMTP?
smtp_user_label,usuario SMTP
smtp_pass_label,Contraseña SMTP
success_backend_edit,Backend ajuste se ha actualizado correctamente
topics_label,temas
dashboard_label,Tablero
back_to_shop,Volver a la lista de la tienda
lang_deactive,Desactivar
cannot_deactive,"Lo sentimos, no se puede desactivar."
err_symbol_exist,símbolo de idioma está ya existía en el sistema.
paypal_info,Información paypal
price,Precio
currency_code,Código de moneda
api_username,Api Nombre de Usuario
api_password,api contraseña
api_signature,Firma api
application_id,ID de aplicación
developer_email_account,Cuenta de correo electrónico desarrollador
sandbox,Salvadera
api_version,api versión
delete_system_user_label,¿Eliminar usuario del sistema?
system_user_delete_confirm_message,¿Está seguro de eliminar este usuario del sistema?
entry_label,Entrada
payment_status_module,Estado de pago
trans_status_module,estado de la transacción
deliboys_module,Delivery Boy Management
deli_status_title,Título
deli_status_add,Agregar estado de entrega
err_deli_status_name,Proporcione el título del estado de entrega
err_deli_status_len,La duración del título del estado de entrega debe ser mayor que 4
err_deli_status_exist,Buscar estado de entrega
deli_status_search,Buscar estado de entrega
deli_status_edit,Editar estado de entrega
success_deli_status_edit,El estado de entrega se ha editado correctamente.
success_deli_status_add,El estado de entrega se ha agregado correctamente.
success_deli_status_delete,El estado de entrega se ha eliminado con éxito.
deli_status_yes_all_message,¿Estás segura de eliminar este estado de entrega?
delete_deli_status_label,¿Eliminar estado de entrega?
pay_status_info,Información de estado de pago
err_pay_status_name,Proporcione el título del estado del pago.
err_pay_status_len,La duración del estado de pago debe ser mayor que 4
err_pay_status_exist,El estado de pago ya existe.
pay_status_add,Agregar estado de pago
pay_status_search,Buscar estado de pago
pay_status_edit,Editar estado de pago
success_pay_status_edit,El estado de pago se ha editado correctamente
success_pay_status_add,Payment Status has been successfully added
success_pay_status_delete,El estado de pago se ha eliminado correctamente.
delete_pay_status_label,¿Eliminar estado de pago?
pay_status_yes_all_message,¿Estás segura de eliminar este estado de pago?
trans_status_info,Información del estado de la transacción
err_trans_status_name,Proporcione el título del estado de la transacción.
err_trans_status_len,La duración del estado de la transacción debe ser superior a 4
err_trans_status_exist,El estado de la transacción ya existe
trans_status_search,Buscar estado de transacción
trans_status_add,Agregar estado de transacción
delete_trans_status_label,¿Eliminar el estado de la transacción?
trans_status_edit,Editar estado de transacción
success_trans_status_edit,El estado de la transacción se ha editado correctamente.
success_trans_status_add,La transacción se ha agregado con éxito.
success_trans_status_delete,El estado de la transacción se ha eliminado con éxito.
trans_status,Estado de transacciones:
trans_status_yes_all_message,¿Estás segura de eliminar este estado de transacción?
deli_status_ordering,Ordenar
final_stage,Etapa final
final_stage_delete,La etapa final no se puede eliminar.
start_stage_delete,La etapa de inicio no se puede eliminar.
add_on_module,Añadir
shipping_areas_module,Zona de envío
app_configs_module,Configuración de la aplicación
food_add_img,Agregar imagen
food_add_name,Agregar nombre
food_add_description,Descripción
food_add_price,Precio
food_additional_info,Agregar información
err_food_add_name,Proporcione Agregar nombre.
err_food_add_len,La longitud de Add On Name debe ser mayor que 4
err_food_add_exist,Add On Name ya existe
food_additional_add,Agregar Agregar
additional_search,Búsqueda Add On
additional_edit,Editar Agregar
success_additional_edit,Complemento ha sido actualizado con éxito.
success_additional_add,Complemento ha sido agregado exitosamente.
success_additional_delete,Complemento ha sido eliminado exitosamente.
prd_addon_label,Seleccione Agregar
prd_ordering,Ordenar
prd_ingredient,Ingrediente
prd_nutrient,Nutritiva
shipping_areas_module,Zona de envío
shp_area_price,Precio
err_shp_area_name,Por favor nombre del área de envío
shp_area_info,Información del área de envío
shp_area_add,Agregar área de envío
err_shp_area_exist,El área de envío ya existía
success_shp_area_edit,El área de envío ha sido editada.
shp_area_edit,Editar área de envío
success_shp_area_add,El área de envío se ha agregado con éxito.
success_shp_area_delete,El área de envío ha sido eliminada.
shp_area_name,Nombre del área
shp_area_search,Buscar área de envío
err_shp_area_len,La longueur de la zone d'expédition doit être supérieure à 4
delete_shp_area_label,¿Eliminar área de envío?
shp_area_delete_confirm_message,¿Estás segura de eliminar esta Área de envío?
fcm_api_key_deli_boy_label,Entrega clave FCM API Boy
policy_info,Política de privacidad Información
content_label,Contenido
privacy_policy_module,Política de privacidad
success_policy_edit,Política de privacidad se ha actualizado correctamente
success_policy_add,Política de privacidad ha sido agregado con éxito
not_yet_activate,Su cuenta aún no está activa.
user_status,Estatus de usuario
order_submit,orden enviada
deliveried,deliveried
price_level,Nivel de precios
highlighted_info,La información destacada
deli_status_module,Estado de entrega
payment_status_module,Estado de pago
delete_deliboy_label,Eliminar Entrega niño?
deliboy_delete_confirm_message,¿Seguro eliminar este Delivery Boy?
success_deliboy_delete,Muchacho de salida se ha eliminado correctamente
restaurant_version,Versión
deliboy_version,Delivery Boy Version
razor_enabled_label,Se habilita la maquinilla de afeitar?
razor_label,[Opción 6]: El pago Con Razor
razor_key_label,clave de afeitar
banktransfer_label,[Opción 3]: pago con transferencia bancaria
module_group_lang,Grupo módulo
group_name,Módulo Nombre del grupo
group_icon,Módulo Icono de grupo
group_lang_key,clave idioma
group_info,Módulo de Información del Grupo
group_search,Buscar Grupo de Módulo
group_add,Añadir grupo de módulos
success_group_edit,Grupo módulo ha sido editado correctamente
success_group_add,Grupo módulo ha sido agregado con éxito
group_edit,Editar grupo de módulos
success_group_delete,Grupo módulo se ha eliminado correctamente
err_group_name,"Por favor, proporcione grupo de módulos"
err_group_len,La longitud del módulo Nombre del grupo debe ser mayor que 4
err_group_exist,Módulo Nombre de grupo ya está existió
module_lang,Módulo
module_desc,Descripción
module_ordering,Ordenando
module_add,Agregar módulo
module_info,Información del módulo
module_name,Nombre del módulo
is_show_on_menu,Es Show On menú?
module_lang_key,Módulo de teclas Idioma
module_select_group,Elija un grupo de módulos
delete_module_label,Eliminar módulo?
module_delete_confirm_message,¿Está seguro que desea borrar este módulo?
delete_group_label,Eliminar grupo Módulo?
group_delete_confirm_message,Está seguro que desea eliminar este grupo de módulos?
err_module_name,"Por favor, indique el nombre del módulo"
err_module_len,La longitud del nombre de módulo debe ser mayor que 4
err_module_exist,Nombre del módulo ya está existió
module_search,Buscar Nombre del módulo
success_module_edit,Módulo se ha actualizado correctamente.
success_module_add,Módulo ha sido agregado con éxito.
module_edit,Editar módulo
success_module_delete,Módulo se ha eliminado correctamente.
about_location_section,Información sobre la ubicación
opening_hour_label,Hora de apertura
closing_hour_label,cerrando hora
closed_date_label,Fecha de cierre
closed_date_example,"Para, por ejemplo; Todos los domingos cerrado en"
payment_not_select,"Por favor, seleccione el método de pago."
rest_lat_label,Latitud
rest_lng_label,Longitud
user_phone_label,del usuario del teléfono
about_me,Sobre mí
deliboy_info,Entrega de información Boy
user_phone,Teléfono
product_price,Precio del producto
product_title,Título
product_desc,Descripción
select_pay_status,Seleccione el estado del pedido
select_deli_boy,Seleccione Delivery Boy
trans_prd_checkout,"Lo sentimos, uno de los productos seleccionados no está disponible en nuestro sistema."
err_user_name_blank,"Por favor, proporcione el nombre de usuario"
err_user_pass_blank,"Por favor, proporcione la contraseña de usuario"
err_user_pass_conf_blank,"Por favor, proporcione el usuario de confirmación de contraseña"
err_user_pass_conf_not_match,Su contraseña y confirmación de contraseña no coinciden
err_user_name_len,La longitud del nombre de usuario debe ser mayor que 4
err_user_email_invalid,"Lo sentimos, el correo electrónico no es válido"
user_mang_group,Gestión de usuarios
img_configuration,Configuración de imagen
land_width_label,Ancho del paisaje
potrait_height_label,Altura vertical
square_label,Altura Cuadrada
err_shop_name,"Por favor, indique el nombre de la tienda."
err_shop_len,La longitud del nombre de la tienda debe ser mayor que 4.
err_shop_exist,nombre de la tienda ya está existía en el sistema.
user_banned,"Lo sentimos, tu cuenta está prohibida."
err_user_not_existed,Su cuenta no se existía en el sistema.
err_lat_lng,La latitud y longitud no debe ser 0.0.
record_not_found,"Lo sentimos, registro no encontrado."
no_record_pagination,"Lo sentimos, no hay más registro en el sistema."
email_verification_enabled,Verificación de correo electrónico habilitada?
minimum_order_amount,Cantidad mínima de pedido
approve_message_1,Enhorabuena! Entrega aprobado Boy (
approve_message_2,)
reject_message_1,¡Lo siento! Entrega rechazada Boy (
reject_message_2,)
trans_shop_checkout,"Lo sentimos, una de sus tiendas seleccionadas no están disponibles en nuestro sistema."
banusers_module,Lista de Usuarios Ban
btn_view,Ver
btn_back,Espalda
additional_delete_confirm_message,Está seguro que desea eliminar este adicionales de alimentos?
delete_additional_label,Eliminar adicionales de alimentos?
btn_shop_rating,tienda Valoración
rating_shop_name,Calificación Nombre de la tienda
rating_description,Descripción de la Evaluación
shop_rate_info,Calificación Shop Información
error_deli_boy,"Lo sentimos, usted no tiene acceso para iniciar sesión backend"
user_auto_approved,Se ha creado su nueva cuenta de usuario. Bienvenido a Flutter Multi Restaurant.
reservation_lang_module,Reservaciones
restaurant_branches_module,Ramas de Restaurante
success_res_edit,La reserva se ha actualizado correctamente
success_res_add,La reserva se ha agregado correctamente
resv_info,Informations de réserve
resv_date_label,Date de réservation (JJ / MM / AAAA)
resv_time_label,Temps de réserve (HH: MM) Format 24 heures
reserved_by,Réservé par
resv_note,Remarque additionnelle
resv_status,État de la réservation
trans_delivery_pickup_date,Fecha de recogida de entrega:
trans_delivery_pickup_time,Hora de recogida de entrega:
pickup_message,Mensaje de recogida
pickup_label,[Opción 6]: Pago con recogida
pickup_enabled,¿Está habilitado la recogida
cus_pick_up_order,La cliente recogerá para este pedido.
success_logout,El usuario ha sido exitosamente cierre de sesión.
paystack_setting,Ajuste Paystack
paystack_label,[Opción 7]: El pago con Paystack
paystack_key_label,Paystack clave
paystack_enabled_label,Está habilitado Paystack?
btn_duplicate,Duplicada
success_prd_duplicate_add,El artículo duplicado se ha agregado correctamente
maximum_order,máxima Orden
pls_maximum_order,Por favor pedido máximo
deeplink_section,Configuración de enlace profundo
dyn_link_key_label,Clave de enlace dinámico
dyn_link_url_label,URL de enlace dinámico
dyn_link_package_name_label,Nombre del paquete de vinculación dinámica
dyn_link_domain_label,Dominio de enlace dinámico
dyn_link_deep_url_label,URL de enlace profundo
prd_dynamic_link_label,Enlace dinámico del producto
dyn_link_package_name_ios,Dinámica que une el nombre del paquete IOS
dyn_link_ios_appstore_id,Enlazado dinámico IOS AppStore Id
prd_image,Imagen del producto
key_and_user_not_match,Clave y el usuario no se corresponden.
user_not_permission,Usted no tiene permiso para este módulo.
user_not_action,Usted no tiene acceso a esta acción.
not_login_access,Usted no tiene acceso a inicio de sesión.
deliver_distance_label,Distancia de entrega
deli_charges_label,Cargos de entrega por milla
fixed_deli_fee_label,Tarifa de entrega fija
deliver_unit_label,Unidad de entrega
is_area_label,Zona
not_calculate_deli_fee,No calculará la tarifa de entrega.
deli_fee_by_distance_label,Tarifa de entrega por distancia
deli_fee_formula,Fórmula: (distancia entre el cliente y la tienda) x (Cargos - por 1 milla)
fixed_delivery_label,Entrega fija
fixed_delivery_fee,Tarifa de entrega gratuita
free_delivery_label,Entrega gratis
monday_label,lunes
tuesday_label,martes
wednesday_label,miércoles
thursday_label,jueves
friday_label,viernes
saturday_label,sábado
sunday_label,domingo
err_monday,Por favor proporcione la hora de lunes.
err_tuesday,"Por favor, proporcione la hora del martes."
err_wednesday,"Por favor, proporcione la hora del miércoles."
err_thursday,"Por favor, proporcione el jueves horas."
err_friday,Por favor proporcione el viernes hora.
err_saturday,Por favor proporcione el sábado hora.
err_sunday,Por favor proporcione el domingo de hora.
invalid_monday,El lunes de cerca de la hora no es válida.
invalid_tuesday,El martes de cerca la hora no es válida.
invalid_wednesday,El miércoles de cerca la hora no es válida.
invalid_thursday,El jueves de cerca de la hora no es válida.
invalid_friday,El viernes de cerca de la hora no es válido.
invalid_saturday,El sábado de cerca de la hora no es válido.
invalid_sunday,El domingo de cerca la hora no es válida.
cannot_order_food,Estás lejos de la tienda.
shop_schedule_label,Horario de tiendas
is_refundable_label,Es reembolsable en? (Si un pedido puede reembolsar al usuario en este estado de transacción).
cannot_refund_stage,El pedido no puede reembolsar en este estado de transacción.
cannot_refund_payment,No se puede reembolsar por este método de pago.
order_refund_subject,Su pedido ha sido reembolsado.
already_refunded,Su pedido ya ha reembolsado.
refunded_orders_search,Búsqueda de pedidos reembolsados
stripe_refund_failed,Falló el reembolso de la raya.
order_refund_info,El pedido se reembolsa de la siguiente información.
refunded_amount,Cantidad reembolsada
refund_orders_module,Pedidos reembolsados
paypal_refund_failed,Falló el reembolso de PayPal.
paypal_client_id_label,ID de cliente de PayPal
paypal_secret_key_label,Clave secreta de PayPal
transaction_refresh_section,Página de transacción y configuración Noti Sound Actualizar configuración
transaction_page_time_label,Página de transacción Auto Refrescando el tiempo
transaction_sound_time_label,Transacción Noti Sound Actualizar tiempo
buyer_name,Nombre del comprador
payment_method,Método de pago
payment_status,Estado de pago
already_rating_deliboy,Ya has calificado a este repartidor.
overall_rating,Calificación general
deliboy_rating_log_module,Registros de calificación de chico de entrega
deliboy_list_label,Todos los chicos de entrega
not_final_stage,No se puede calificar ahora porque aún no se ha alcanzado su pedido.
not_yet_assigned_deliboy,El chico de entrega no ha asignado el fot el pedido todavía.
deli_boy_not_existed,El chico de entrega no ha existido en el sistema.
deli_boy_banned,El chico de entrega ha sido prohibido por admin.
rating_by_how_many_people,Calificación por cuántas personas
review_label,Revisar
joined_date,Fecha unida
delete_trans_label,Eliminar transacción?
trans_yes_all_message,¿Estás seguro de eliminar esta transacción?
success_trans_delete,La transacción ha sido eliminada con éxito
minimum_order_cannot_zero,El orden mínimo de alimentos no puede ser cero.
maximum_order_cannot_zero,El orden máximo de alimentos no puede ser cero.
err_user_email_blank,"Por favor, proporcione el correo electrónico de usuario."
best_choice,Mejor elección
best_choice_add,Añadir la mejor opción
best_choice_name,Nombre de la mejor opción
success_best_choice_delete,La mejor opción ha sido eliminada con éxito.
success_best_choice_edit,La mejor opción se ha actualizado con éxito.
success_best_choice_add,La mejor opción se ha agregado con éxito.
delete_best_choice_label,Eliminar la mejor opción?
best_choice_delete_confirm_message,¿Seguro que quieres eliminar esta mejor opción?
err_best_choice_name,Por favor proporcione el mejor nombre de la elección
err_best_choice_len,La longitud del nombre de la colección debe ser mayor que 4
err_best_choice_exist,Este nombre de mejor opción ya existe.
best_choice_photo,La mejor opción foto
price_cannot_zero,El precio no puede ser cero.
err_price_blank,Por favor proporcione el precio
err_coupon_code_blank,Por favor proporcione el código de cupón
err_coupon_code_len,La longitud del código de cupón debe ser mayor que 4
err_coupon_amount_blank,Por favor proporcione la cantidad de cupón
err_coupon_amount_len,La cantidad de la cantidad de cupón debe ser mayor que 2
coupon_amount_cannot_zero,La cantidad de cupón no puede ser cero
err_shp_price_blank,"Por favor, proporcione el área de envío Price"
dis_cannot_zero,El porcentaje de descuento no puede ser cero
err_price,Por favor proporcione el precio personalizado
cus_price_cannot_zero,El precio personalizado no puede ser cero
err_curr_sym,Por favor proporcione símbolo de moneda
err_curr_short,Por favor proporcione FORMULARIO CORTE CORTE
delete_branch_label,Eliminar sucursal del restaurante?
branch_delete_confirm_message,¿Estás seguro de eliminar esta sucursal del restaurante?
success_sys_user_delete,El usuario del sistema ha sido eliminado con éxito
best_choice_info,Información de la mejor opción
noti_sent_fail,Noti enviado falla
select_csv_file,Seleccione el archivo CSV
pls_upload_csv,Por favor proporcione el archivo CSV
err_icon_missing,Ningún archivo está cargado
csv_upload_instruction_1,"Por favor, siga los pasos a continuación: <br> 1. Sube imágenes para cargar la carpeta manualmente a través de FTP. <br> 2. Luego prepararse como formato CSV. Muestra aquí:"
csv_file_sample_link,"<a href=""https://bit.ly/3G4MvHj"" target=""_blank"">https://bit.ly/3G4MvHj</a> "
csv_upload_instruction_2,<br> 3. Puede usar la hoja de Google para crear y exportar como separador de comas.
flutter_wave_label,[Opción 7]: Pago con onda de aleteo.
flutter_wave_publishable_key,Llave pública de onda de aleteo
flutter_wave_encryption_key,Llave de encriptación de onda de aleteo
flutter_wave_enable_label,¿Se habilita el pago de onda de aleteo?
search_keyword_section,Buscar por palabra clave
search_in_shop,Buscar en la tienda
search_in_category,Buscar en la categoría
search_in_product,Buscar en producto
search_in_shop_limit,Búsqueda en el límite de la tienda
search_in_category_limit,Buscar en la categoría Límite
search_in_product_limit,Buscar en el límite de producto
success_user_sch_delete,El horario de usuario se ha eliminado con éxito.
err_delete_sch_detail,Hay un error al eliminar el detalle del programa de usuario.
err_delete_sch,Hay un error al eliminar el programa de usuario.
schedule_orders_module,Programar pedidos
search_in_subcategory,Búsqueda en subcategoría
search_in_subcategory_limit,Búsqueda en el límite de subcategoría
checkout_with_whatsapp,Checkout con WhatsApp
checkout_with_email,Checkout con el flujo de transacción normal
one_page_checkout,Una página de pago
multi_page_checkout,Página de pago múltiple
err_choice_one,"Por favor, la elección de una 'Página de pago' o 'Checkout múltiple'"
checkout_with_whatsapp_des,El usuario hará la solicitud de pago de WhatsApp. Los datos de transacción no serán almacenados en backend.
checkout_with_email_des,Flujo de transacción predeterminado.
one_page_checkout_des,Se mostrará una simple visualización de la pantalla. Es para un fácil pago.
multi_page_checkout_des,"Se mostrará el pago de la base de paso. Por lo tanto, el usuario verá varias pantallas al pagar."
deliboy_cost_setting,Configuración del costo de entrega
deliboy_ass_setting,Configuración de la asignación de entrega
deli_auto_assign,Asignar automáticamente al repartidor
deli_manual_assign,Asignación manual al chico de entrega
how_many_deli_to_broadcast,¿Cuántos chicos de entrega se transmiten?
mobile_setting_module,Configuración móvil
price_format,Formato de precio
price_format_desc,"Debe cambiar según el formato que necesite (p. ej., "",##0,00"" => 2555,00, ""##0,00"" => 2555,00,"".00"" => 2555,00, "",##0"" => 2555, "",##0.0"" => 2,555.0)"
date_format,Formato de fecha
google_playstore_url,URL de la tienda Google Play
apple_appstore_url,URL de la tienda de aplicaciones de Apple
ios_appstore_id,Identificación de la tienda de aplicaciones IOS
default_order_time,Tiempo de pedido predeterminado (minutos)
fb_key,Clave de Facebook
is_show_token_id,"¿Identificación de token activada? (Si esta configuración está ""activada"", el usuario puede ver la identificación del token en la configuración de notificación)."
is_show_subcategory,"¿Subcategoría activada? (Si esta configuración está ""Activada"", la subcategoría se puede usar en la aplicación)."
is_use_thumbnail_as_placeholder,"Usar miniatura como ajuste de marcador de posición ¿Activado? (Si esta configuración está ""Activada"", cargará primero la imagen en miniatura y luego cargará la imagen completa. O si esta configuración está ""Desactivada"", cargará la imagen completa directamente y para la imagen de marcador de posición utilizará la imagen de marcador de posición predeterminada)."
admob_section,Configuración de AdMob
is_show_admob,"AdMob Setting On? (If this setting is ""On"", the application will display ads.)"
lang_section,Configuración de idioma
default_language,Idioma predeterminado
exclude_language,Idiomas Disponibles
exclude_lang_desc,"(Si el idioma está ""Activado"", el usuario puede usar este idioma en la aplicación)."
default_currency_section,Configuración de moneda predeterminada
default_razor_currency,Moneda Razor predeterminada
is_razor_support_multi_currency,"Razor ¿Soporte multidivisa activado? (Si esta configuración está ""activada"", puede aceptar el pago de la maquinilla de afeitar en varias monedas en la aplicación)."
default_flutter_wave_currency,Moneda predeterminada de Flutterwave
login_section,Configuración de inicio de sesión
show_facebook_login,"Inicio de sesión de Facebook ¿Encendido? (Si esta configuración está ""Activada"", los usuarios pueden iniciar sesión con Facebook)."
show_google_login,"Inicio de sesión de Google activado? (Si esta configuración está ""activada"", los usuarios pueden iniciar sesión con Google)."
show_phone_login,"¿Iniciar sesión en el teléfono? (Si esta configuración está ""activada"", los usuarios pueden iniciar sesión con un número de teléfono)."
show_main_menu,"¿Menú principal activado? (Si esta configuración está ""Activada"", el usuario puede ver la pestaña ""Menú principal"" en cada tienda)."
show_special_collections,"¿Colecciones especiales activadas? (Si esta configuración está ""activada"", el usuario puede ver la pestaña ""Ofertas especiales"" en cada tienda)."
show_featured_items,"¿Artículos destacados activados? (Si esta configuración está ""Activada"", el usuario puede ver los ""Artículos destacados"" en cada tienda)."
show_best_choice_slider,"Control deslizante Mejor elección activado? (Si esta configuración está ""activada"" cuando el usuario abre la aplicación, el usuario puede ver las mejores colecciones de opciones con la vista deslizante)."
default_loading_limit,Límite de carga predeterminado
category_loading_limit,Límite de carga de categoría
collection_product_loading_limit,Límite de carga del producto de la colección
discount_product_loading_limit,Límite de carga del producto con descuento
feature_product_loading_limie,Límite de carga del producto destacado
latest_product_loading_limit,Límite de carga del último producto
shop_loading_limit,Límite de carga de la tienda
trending_product_loading_limit,Límite de carga de productos de tendencia
default_limit_section,Configuración de límite predeterminado
dasboard_section,Configuración del panel
date_format_desc,"dd para el día, MM para el mes, aaaa para el año, hh para la hora, mm para el minuto, ss para el segundo (por ejemplo, dd-MM-yyyy hh:mm:ss)"
app_config_info_lable,Información de configuración móvil
loc_section,Configuración de ubicación
success_mobile_edit,La configuración móvil se ha actualizado correctamente.
success_mobile_add,La configuración móvil se ha agregado con éxito.
err_default_lang,Proporcione el idioma predeterminado.
err_default_loading_limit_zero,El límite de carga predeterminado no puede ser cero.
err_default_loading_limit,Proporcione el límite de carga predeterminado.
err_category_loading_limit,Proporcione el límite de carga de la categoría
err_category_loading_limit_zero,El límite de carga de la categoría no puede ser cero.
err_collection_product_loading_limit,Please provide collection product loading limit.
err_collection_product_loading_limit_zero,El límite de carga del producto de la colección no puede ser cero.
err_discount_product_loading_limit,Proporcione el límite de carga del producto con descuento.
err_discount_product_loading_limit_zero,El límite de carga del producto con descuento no puede ser cero.
err_feature_product_loading_limit,Proporcione el límite de carga del producto destacado.
err_feature_product_loading_limit_zero,El límite de carga del producto destacado no puede ser cero.
err_latest_product_loading_limit,Proporcione el último límite de carga del producto.
err_latest_product_loading_limit_zero,El límite de carga del último producto no puede ser cero.
err_shop_loading_limit,Proporcione el límite de carga de la tienda.
err_shop_loading_limit_zero,El límite de carga de la tienda no puede ser cero.
err_trending_product_loading_limit,Proporcione el límite de carga de productos de tendencia.
err_trending_product_loading_limit_zero,El límite de carga de productos de tendencia no puede ser cero.
err_default_order_time,Proporcione el tiempo de pedido predeterminado.
err_default_order_time_zero,El tiempo de pedido predeterminado (minutos) no puede ser cero.
