key,valeur
pls_shipping_name,S'il vous plaît Nom d'expédition Paquet
per_order_post,Par Cout
pls_sub_cat,S'il vous plaît Sous-catégorie Nom
pls_zone_name,Nom de la zone s'il vous plaît
success_reset_email_sent,Réinitialiser E-mail est envoyé avec succès
err_touch_count,Problème In Touch Count!
coupon_not_found,Votre code est valide.
require_user_id,ID d'utilisateur requis
require_platform,Plate-forme requise
file_na,Indisponible
token_already_exist,"Désolé, dispositif de jeton existent déjà."
err_noti_register,"Désolé, il y a le problème pour Push Enregistrement de notification."
success_noti_register,Votre appareil a enregistré avec succès pour la notification Push.
success_noti_unregister,Votre appareil désinscrit avec succès pour la notification Push.
err_noti_unregister,"Désolé, il y a le problème pour Push notification désinscription."
err_in_noti_read,"Désolé, la notification ne peut pas lire."
success_touch_count,Appuyez sur Compter avec succès inséré.
backend_setting_module,Réglage backend
backend_config_info_lable,Backend Informations de réglage
sender_name_label,Nom de l'expéditeur
receive_email_label,recevoir un courriel
sender_email_label,Email Sender
img_section,Section d'image
fcm_api_key_label,clé fcm api
backend_login_img,Backend Connexion Arrière-plan
backend_logo,backend Logo
backend_fav_icon,Backend Fav Ico
upload_backend_logo,Télécharger Backend Logo
upload_fav_icon,Télécharger Fav Icône
upload_login_img,Télécharger Connexion photo
pwd_reset_label,Réinitialisation du mot de passe
pwd_reset_link,S'il vous plaît cliquer sur le lien suivant pour réinitialiser votre mot de passe
reset_link_label,réinitialiser le mot de passe
best_regards_label,Meilleures salutations
hi_admin_label,salut Administrateur
name_label,Nom
email_label,Email
phone_label,Téléphone
msg_label,Message
bank_acc_label,Compte bancaire :
bank_name_label,Nom de banque :
bank_code_label,Code bancaire :
branch_code_label,code de la Direction générale
swift_code_label,Code rapide
pay_met_cod,Méthode de paiement: Paiement à la livraison
pay_met_paypal,Méthode de paiement: Paypal
pay_met_stripe,Méthode de paiement: Stripe
pay_met_bank,Mode de paiement: Virement bancaire <br>
price_label,Prix ​​:
unit_label,Unité
shipping_cost_label,Frais de port
qty_label,QTÉ
hi_label,salut
order_receive_info,Nouvel ordre est reçu des informations suivantes.
trans_code,Trans. Code
trans_status_label,Trans. Statut
billing_cus_name,Facturation Nom du client
billing_add1,Adresse de facturation 1
billing_add2,Adresse de facturation 2
billing_phone,Téléphone de facturation
billing_email,Email de facturation
billing_shipping_name,Facturation Nom d'expédition
shipping_add1,Adresse d'expédition 1
shipping_add2,Adresse d'expédition 2
shipping_phone,téléphone expédition
shipping_email,expédition Email
memo_label,Note
zone_shipping,zone d'expédition
prd_detail_info,Détails du produit ci-dessous des informations au
sub_total,sous-total
coupon_dis_amount,Coupon Montant (-)
overall_tax,Fiscale globale (+)
shipping_cost,Les frais d'envoi (+)
shipping_tax,Expédition Taxes (+)
total_bal_amt,Total Solde Montant
no_country_available,"Désolé, les pays d'expédition ne sont pas disponibles."
shop_label,Magasins
user_label,Gestion des utilisateurs
btn_contact,Contactez-nous un message
btn_api_keys,api clés
btn_paypal_config,Paypal Configuration
trans_code_label,Code de transaction
lang_active,actif
shop_approve_label,"Toutes nos félicitations! Votre boutique a été approuvé. Donc, vous pouvez vous connecter avec e-mail et mot de passe enregistré."
shop_reject_label,"Pardon! Votre boutique a été rejetée. Si vous avez des questions, s'il vous plaît déposer un message à contact@ps.com"
success_register_edit,Inscrivez-Shop a été mis à jour avec succès
success_register_add,Inscrivez-Shop a été ajouté avec succès
btn_reject_shop,Rejeter des listes Boutique
shop_reg_label,Nouvelle boutique a été enregistré. S'il vous plaît jeter un oeil plus de détails ci-dessous au
shop_phone_label,boutique téléphone
shop_add_label,boutique Adresse
user_email_label,Courriel de l'utilisateur
shop_reg_done,Votre boutique a été enregistré. Après nous avons examiné puis nous reviendrons vers vous pour le résultat du processus d'approbation. Voici quelques informations pour votre boutique
new_user_register,Enregistrement d'un nouveau compte utilisateur
user_register_success_but_email_not_send,le succès du registre utilisateur mais pas envoyer des e-mail
verify_code_sent,Code de vérification a été envoyé
new_shop_register,Nouvelle boutique a été enregistré.
success_shop_register,Votre boutique a été enregistré.
shop_approve,Votre boutique a été approuvé.
shop_reject,Votre boutique a été rejetée.
no_record_found,Aucun Enregistrement Trouvé
approval_shop_login,"Désolé, votre magasin n'est pas encore approuver."
pls_shop_tag,S'il vous plaît choisir votre magasin
f_user_pass_required,S'il vous plaît Entrez le mot de passe utilisateur
write_reply_label,Écrire une réponse...
go_to_paypal_label,Aller à Paypal
f_shop_create_success_title,Félicitation!
f_shop_create_success_text,Votre boutique a été enregistré et notre équipe d'approbation sera l'examiner. Vous serez averti par email si votre magasin agréé est approuvé.
go_to_shop_register,Aller au magasin Inscription
f_user_pass_length,La longueur du mot de passe de l'utilisateur doit être supérieure à 4
f_user_conf_required,Entrez s'il vous plaît utilisateur Confirmer mot de passe
f_user_conf_length,La longueur de l'utilisateur Confirmer mot de passe doit être supérieure à 4
err_description_label,S'il vous plaît fournir une description
err_shop_tag_label,S'il vous plaît fournir tag boutique
btn_approved_shop,Magasin d'approbation
select_status,Sélectionnez approuvé ou rejeté?
paypal_success_label,Paypal avec succès !!!
btn_shop_tag,boutique Tag
btn_register_user,Inscription utilisateur
shop_name_label,Nom de la boutique
multiple_upload_module,Produits multiples Télécharger
analytics_module,Analytique
success_rating_delete,Note a été supprimé
no_country_available,"Désolé, les pays d'expédition ne sont pas disponibles."
rating_yes_all_message,Etes-vous sûr de supprimer cette Note?
delete_rating_label,Supprimer Note?
success_trans_delete,La transaction a été supprimé
trans_yes_all_message,Etes-vous sûr de vouloir supprimer cette transaction?
delete_trans_label,Supprimer Transaction?
err_user_pass_len,La longueur du mot de passe de l'utilisateur doit être supérieure à 4
err_user_pass_conf_bank,La longueur de Confirmer le mot de passe de l'utilisateur doit être supérieure à 4
new_user_acc,Votre nouveau compte utilisateur a été créé. Bienvenue dans Flutter Multi Store. Veuillez vérifier avec le code ci-dessous pour activer votre compte.
verify_code_label,code de vérification
smtp_section,Configuration SMTP
smtp_host_label,hôte SMTP
smtp_host_placeholder,par exemple: ssl: //smtp.hostmail.com
smtp_port_label,SMTP Numéro de port
smtp_enable,SMTP Activer?
smtp_user_label,SMTP utilisateur
smtp_pass_label,Mot de passe SMTP
success_backend_edit,Backend réglage a été mis à jour avec succès
topics_label,Les sujets
dashboard_label,Tableau de bord
back_to_shop,Retour à la liste des magasins
lang_deactive,Deactive
cannot_deactive,"Désolé, il ne peut pas être désactivé."
err_symbol_exist,symbole de la langue est déjà existé dans le système.
paypal_info,Informations Paypal
price,Prix
currency_code,Code de devise
api_username,Api Nom de l'utilisateur
api_password,api Mot de passe
api_signature,Signature Api
application_id,ID d'application
developer_email_account,Compte Email Developer
sandbox,bac à sable
api_version,api version
delete_system_user_label,Supprimer l'utilisateur système?
system_user_delete_confirm_message,Voulez-vous vraiment supprimer cet utilisateur système?
entry_label,Entrée
payment_status_module,Statut de paiement
trans_status_module,Statut de la transaction
deliboys_module,Delivery Boy Management
deli_status_title,Titre
deli_status_add,Ajouter un statut de livraison
err_deli_status_name,Veuillez indiquer le titre du statut de livraison
err_deli_status_len,La longueur du titre du statut de livraison doit être supérieure à 4
err_deli_status_exist,Delivery Status is already exist
deli_status_search,Rechercher l'état de livraison
deli_status_edit,Modifier le statut de livraison
success_deli_status_edit,Le statut de livraison a été modifié avec succès.
success_deli_status_add,Le statut de livraison a été ajouté avec succès.
success_deli_status_delete,Le statut de livraison a été supprimé avec succès.
deli_status_yes_all_message,Voulez-vous vraiment supprimer ce statut de livraison?
delete_deli_status_label,Excluir status da entrega?
pay_status_info,Informations sur l'état du paiement
err_pay_status_name,Veuillez indiquer le titre du statut de paiement
err_pay_status_len,La durée du statut de paiement doit être supérieure à 4
err_pay_status_exist,Le statut de paiement existe déjà.
pay_status_add,Ajouter un statut de paiement
pay_status_search,Rechercher l'état du paiement
pay_status_edit,Modifier l'état du paiement
success_pay_status_edit,Le statut de paiement a été modifié avec succès
success_pay_status_add,Le statut de paiement a été ajouté avec succès
success_pay_status_delete,Le statut de paiement a été supprimé avec succès.
delete_pay_status_label,Supprimer le statut de paiement?
pay_status_yes_all_message,Voulez-vous vraiment supprimer ce statut de paiement?
trans_status_info,Informations sur l'état de la transaction
err_trans_status_name,Veuillez fournir le titre du statut de la transaction
err_trans_status_len,La longueur du statut de transaction doit être supérieure à 4
err_trans_status_exist,Le statut de la transaction existe déjà
trans_status_search,Statut de la transaction de recherche
trans_status_add,Ajouter un statut de transaction
delete_trans_status_label,Supprimer le statut de la transaction?
trans_status_edit,Modifier le statut de la transaction
success_trans_status_edit,Le statut de la transaction a été modifié avec succès.
success_trans_status_add,La transaction a été ajoutée avec succès.
success_trans_status_delete,Le statut de la transaction a été supprimé avec succès.
trans_status,Statut des transactions:
trans_status_yes_all_message,Voulez-vous vraiment supprimer ce statut de transaction?
deli_status_ordering,Commande
final_stage,Étape finale
final_stage_delete,L'étape finale n'est pas en mesure de supprimer.
start_stage_delete,L'étape de démarrage n'est pas en mesure de supprimer.
add_on_module,Ajouter
shipping_areas_module,Zone d'expedition
app_configs_module,Paramètre d'application
food_add_img,Ajouter une image
food_add_name,Ajouter le nom
food_add_description,La description
food_add_price,Prix
food_additional_info,Informations complémentaires
err_food_add_name,Veuillez indiquer le nom du complément.
err_food_add_len,La longueur du nom du module complémentaire doit être supérieure à 4
err_food_add_exist,Le nom du module complémentaire existe déjà
food_additional_add,Ajouter Ajouter sur
additional_search,Recherche Add On
additional_edit,Modifier l'ajout
success_additional_edit,Le module complémentaire a été mis à jour avec succès.
success_additional_add,Le module complémentaire a été ajouté avec succès.
success_additional_delete,Le module complémentaire a été supprimé avec succès.
prd_addon_label,Sélectionnez Ajouter
prd_ordering,Commande
prd_ingredient,Ingrédient
prd_nutrient,Nutritive
shipping_areas_module,Zone d'expedition
shp_area_price,Prix
err_shp_area_name,Veuillez expédier le nom de la zone
shp_area_info,Informations sur la zone d'expédition
shp_area_add,Ajouter une zone d'expédition
err_shp_area_exist,La zone d'expédition existe déjà
success_shp_area_edit,La zone d'expédition a été modifiée.
shp_area_edit,Modifier la zone d'expédition
success_shp_area_add,La zone d'expédition a été ajoutée avec succès.
success_shp_area_delete,La zone d'expédition a été supprimée.
shp_area_name,Nom de zone
shp_area_search,Zone d'expédition
err_shp_area_len,La longueur de la zone d'expédition doit être supérieure à 4
delete_shp_area_label,Supprimer la zone d'expédition?
shp_area_delete_confirm_message,Voulez-vous vraiment supprimer cette zone d'expédition?
fcm_api_key_deli_boy_label,Boy Livraison clé fcm api
policy_info,Information Politique de confidentialité
content_label,Contenu
privacy_policy_module,Politique de confidentialité
success_policy_edit,Politique de confidentialité a été mis à jour avec succès
success_policy_add,Politique de confidentialité a été ajouté avec succès
not_yet_activate,Votre compte n'est pas encore active.
user_status,Statut de l'utilisateur
order_submit,Soumis pour
deliveried,deliveried
price_level,Niveau de prix
highlighted_info,Informations surligné
deli_status_module,Statut de livraison
payment_status_module,Statut de paiement
delete_deliboy_label,Supprimer garçon de livraison?
deliboy_delete_confirm_message,Êtes-vous sûr de vouloir supprimer cette Livreur?
success_deliboy_delete,garçon de livraison a été supprimé
razor_enabled_label,Est-il activé Razor?
razor_label,[Option 6]: Paiement avec Razor
razor_key_label,Razor Key
banktransfer_label,[Option 3]: Paiement par virement bancaire
module_group_lang,Groupe de modules
group_name,Nom du groupe de modules
group_icon,Icône de groupe de modules
group_lang_key,Clé de langue
group_info,Informations sur le groupe de modules
group_search,Groupe de modules de recherche
group_add,Ajouter un groupe de modules
success_group_edit,Le groupe de modules a été modifié avec succès
success_group_add,Le groupe de modules a été ajouté avec succès
group_edit,Modifier le groupe de modules
success_group_delete,Le groupe de modules a été supprimé avec succès
err_group_name,Veuillez fournir le groupe de modules
err_group_len,La longueur du nom du groupe de modules doit être supérieure à 4
err_group_exist,Le nom du groupe de modules existe déjà
module_lang,Module
module_desc,La description
module_ordering,Commande
module_add,Ajouter un module
module_info,Informations sur le module
module_name,Nom du module
is_show_on_menu,Est-ce que Show On Menu?
module_lang_key,Clé de langue du module
module_select_group,Sélectionnez le groupe de modules
delete_module_label,Supprimer le module?
module_delete_confirm_message,Voulez-vous vraiment supprimer ce module?
delete_group_label,Supprimer le groupe de modules?
group_delete_confirm_message,Voulez-vous vraiment supprimer ce groupe de modules?
err_module_name,Veuillez fournir le nom du module
err_module_len,La longueur du nom du module doit être supérieure à 4
err_module_exist,Le nom du module existe déjà
module_search,Nom du module de recherche
success_module_edit,Le module a été mis à jour avec succès.
success_module_add,Le module a été ajouté avec succès.
module_edit,Modifier le module
success_module_delete,Le module a été supprimé avec succès.
payment_not_select,Veuillez sélectionner le paiement
about_location_section,Information de Lieu
opening_hour_label,heure d'ouverture
closing_hour_label,heure de clôture
closed_date_label,date de fermeture
closed_date_example,Pour exemple; Fermé tous les dimanches
rest_lat_label,Latitude
rest_lng_label,Longitude
user_phone_label,Téléphone de l'utilisateur
about_me,À propos de moi
deliboy_info,Informations sur la livraison Boy
user_phone,Téléphone
product_price,Prix ​​du produit
product_title,Titre
product_desc,La description
select_pay_status,Sélectionnez État de paiement
select_deli_boy,Sélectionnez Delivery Boy
trans_prd_checkout,"Désolé,l'un de vos produits sélectionnés n'est pas disponible dans notre système."
err_user_name_blank,Fournir s'il vous plaît nom d'utilisateur
err_user_pass_blank,Fournir s'il vous plaît mot de passe utilisateur
err_user_pass_conf_blank,Fournir s'il vous plaît mot de passe utilisateur de confirmer
err_user_pass_conf_not_match,Votre mot de passe et le mot de passe de confirmation ne correspondent pas
err_user_name_len,La longueur du nom de l'utilisateur doit être supérieure à 4
err_user_email_invalid,"Désolé, votre e-mail est invalide"
user_mang_group,Gestion des utilisateurs
img_configuration,Configuration d'image
land_width_label,Largeur du paysage
potrait_height_label,Hauteur du portrait
square_label,Hauteur carrée
err_shop_name,S'il vous plaît fournir le nom du magasin.
err_shop_len,La longueur de la boutique Le nom doit être supérieure à 4.
err_shop_exist,Nom de la boutique est existait déjà dans le système.
user_banned,"Désolé, votre compte est interdit."
err_user_not_existed,Votre compte n'est pas existé dans le système.
err_lat_lng,Latitude et Longitude ne doivent pas être 0.0.
record_not_found,"Désolé, enregistrement introuvable."
no_record_pagination,"Désolé, plus d'enregistrement dans le système."
email_verification_enabled,Vérification email activé?
minimum_order_amount,Montant minimum de commande
approve_message_1,Félicitation! Livraison approuvé Boy (
approve_message-2,)
reject_message_1,Désolé! Delivery Boy Rejeté (
reject_message_2,)
trans_shop_checkout,"Désolé, un de vos magasins sélectionnés ne sont pas disponibles dans notre système."
banusers_module,Ban Liste des utilisateurs
btn_view,Vue
btn_back,Arrière
additional_delete_confirm_message,Etes-vous sûr de supprimer ce supplémentaire alimentaire?
delete_additional_label,Supprimer des aliments supplémentaires?
btn_shop_rating,Shop Classement
rating_shop_name,Nom de notes Achetez
rating_description,Cote description
shop_rate_info,Informations de notes Achetez
error_deli_boy,"Désolé, vous n'avez pas accès pour se connecter Backend"
user_auto_approved,Votre nouveau compte utilisateur a été créé. Bienvenue à Flutter Multi Restaurant.
reservation_lang_module,Réservations
restaurant_branches_module,Branches de restaurants
success_res_edit,La réservation a été mise à jour avec succès
success_res_add,La réservation a été ajoutée avec succès
resv_info,Informations de réserve
resv_date_label,Date de réservation (JJ / MM / AAAA)
resv_time_label,Temps de réserve (HH: MM) Format 24 heures
reserved_by,Réservé par
resv_note,Remarque additionnelle
resv_status,État de la réservation
trans_delivery_pickup_date,Date de ramassage de livraison:
trans_delivery_pickup_time,Heure de ramassage de livraison:
pickup_message,Message de ramassage
pickup_label,[Option 6]: Paiement avec ramassage
pickup_enabled,Le ramassage est-il activé?
cus_pick_up_order,Le client ramassera cette commande.
success_logout,L'utilisateur a été avec succès fermeture de session.
paystack_setting,Réglage Paystack
paystack_label,[Option 7: Paiement avec Paystack
paystack_key_label,Paystack clé
paystack_enabled_label,Paystack est activé?
btn_duplicate,Dupliquer
success_prd_duplicate_add,L'élément en double a été ajouté avec succès
maximum_order,ordre maximum
pls_maximum_order,Pour commander maximum
deeplink_section,Configuration de la liaison profonde
dyn_link_key_label,Clé de lien dynamique
dyn_link_url_label,URL de lien dynamique
dyn_link_package_name_label,Nom du package de liaison dynamique
dyn_link_domain_label,Domaine de liaison dynamique
dyn_link_deep_url_label,URL de lien profond
prd_dynamic_link_label,Lien dynamique du produit
dyn_link_package_name_ios,Dynamique en liant le nom de package IOS
dyn_link_ios_appstore_id,Dynamic Linking IOS Id AppStore
prd_image,Image du produit
key_and_user_not_match,ne sont pas adaptés clés et l'utilisateur.
user_not_permission,Vous n'êtes pas autorisé pour ce module.
user_not_action,Vous n'avez pas accès à faire cette action.
not_login_access,Vous n'avez pas accès à la connexion.
deliver_distance_label,Distance de livraison
deli_charges_label,Frais de livraison par mile
fixed_deli_fee_label,Frais de livraison fixe
deliver_unit_label,Unité de livraison
is_area_label,Zone
not_calculate_deli_fee,Cela ne calculera pas les frais de livraison.
deli_fee_by_distance_label,Frais de livraison par distance
deli_fee_formula,Formule: (distance entre le client et la boutique) x (charges - à 1 mile)
fixed_delivery_label,Livraison fixe
fixed_delivery_fee,Frais de livraison gratuits
free_delivery_label,Livraison gratuite
monday_label,Lundi
tuesday_label,Mardi
wednesday_label,Mercredi
thursday_label,jeudi
friday_label,vendredi
saturday_label,samedi
sunday_label,dimanche
err_monday,S'il vous plaît fournir lundi heure.
err_tuesday,S'il vous plaît fournir mardi heure.
err_wednesday,S'il vous plaît fournir mercredi heure.
err_thursday,S'il vous plaît fournir jeudi heure.
err_friday,S'il vous plaît fournir une heure du vendredi.
err_saturday,S'il vous plaît fournir samedi heure.
err_sunday,S'il vous plaît fournir une heure du dimanche.
invalid_monday,Lundi Hour Clier n'est pas valide.
invalid_tuesday,"Mardi, heure proche est invalide."
invalid_wednesday,Le mercredi heure proche est invalide.
invalid_thursday,Jeudi heure proche n'est pas valide.
invalid_friday,"Vendredi, heure de près n'est pas valide."
invalid_saturday,Samedi Hour Clier n'est pas valide.
invalid_sunday,Dimanche Client Hour n'est pas valide.
cannot_order_food,Vous êtes loin du magasin.
shop_schedule_label,Horaire
is_refundable_label,Est remboursable sur? (Si une commande peut rembourser à l'utilisateur à cet état de transaction).
cannot_refund_stage,La commande ne peut pas rembourser à cet état de transaction.
cannot_refund_payment,Ne peut pas rembourser pour ce mode de paiement.
order_refund_subject,Votre commande a été remboursée.
already_refunded,Votre commande a déjà remboursé.
refunded_orders_search,Recherche de commandes remboursées
stripe_refund_failed,Remboursement des rayures a échoué.
order_refund_info,L'ordre est remboursé avec les informations suivantes.
refunded_amount,Montant remboursé
refund_orders_module,Commandes remboursées
paypal_refund_failed,Le remboursement PayPal a échoué.
paypal_client_id_label,ID client PayPal
paypal_secret_key_label,Clé secrète PayPal
transaction_refresh_section,Configuration de la page de transaction et de Notti Sound Refresh
transaction_page_time_label,Page de transaction Temps de rafraîchissement automatique
transaction_sound_time_label,TRANSACTION NOTI Sound Sound Rafraîchissant Time
buyer_name,Nom de l'acheteur
payment_method,Mode de paiement
payment_status,Statut de paiement
already_rating_deliboy,Vous avez déjà évalué ce garçon de livraison.
overall_rating,Note globale
deliboy_rating_log_module,Livres de bourse de livraison
deliboy_list_label,Tous les garçons de livraison
not_final_stage,Vous ne pouvez pas évaluer maintenant car votre commande n'est pas encore atteinte à la dernière étape.
not_yet_assigned_deliboy,La livraison garçon n'a pas encore attribué à la commande.
deli_boy_not_existed,Le garçon de livraison n'a pas existé dans le système.
deli_boy_banned,Le garçon de livraison a été banni par admin.
rating_by_how_many_people,Note de combien de personnes
review_label,Revoir
joined_date,Date d'adhésion
delete_trans_label,Supprimer la transaction?
trans_yes_all_message,Êtes-vous sûr de supprimer cette transaction?
success_trans_delete,La transaction a été supprimée avec succès
minimum_order_cannot_zero,L'ordre minimum de nourriture ne peut pas être zéro.
maximum_order_cannot_zero,L'ordre maximum de la nourriture ne peut pas être zéro.
err_user_email_blank,Veuillez fournir un email utilisateur.
best_choice,Meilleur choix
best_choice_add,Ajouter le meilleur choix
best_choice_name,Nom du meilleur choix
success_best_choice_delete,Le meilleur choix a été supprimé avec succès.
success_best_choice_edit,Le meilleur choix a été mis à jour avec succès.
success_best_choice_add,Le meilleur choix a été ajouté avec succès.
delete_best_choice_label,Supprimer le meilleur choix?
best_choice_delete_confirm_message,Êtes-vous sûr de vouloir supprimer ce meilleur choix?
err_best_choice_name,S'il vous plaît fournir un nom de choix meilleur choix
err_best_choice_len,La longueur du nom de la collection doit être supérieure à 4
err_best_choice_exist,Ce nom de choix existe déjà.
best_choice_photo,Meilleure photo de choix
price_cannot_zero,Le prix ne peut pas être zéro.
err_price_blank,S'il vous plaît fournir le prix
err_coupon_code_blank,S'il vous plaît fournir un code de coupon
err_coupon_code_len,La longueur du code de coupon doit être supérieure à 4
err_coupon_amount_blank,Veuillez fournir le montant du coupon
err_coupon_amount_len,La longueur du montant du coupon doit être supérieure à 2
coupon_amount_cannot_zero,Le montant du coupon ne peut pas être zéro
err_shp_price_blank,S'il vous plaît fournir la zone d'expédition Price
dis_cannot_zero,Le pourcentage de réduction ne peut pas être zéro
err_price,S'il vous plaît fournir un prix personnalisé
cus_price_cannot_zero,Le prix personnalisé ne peut pas être zéro
err_curr_sym,S'il vous plaît fournir un symbole monétaire
err_curr_short,S'il vous plaît fournir une forme courte de devise
delete_branch_label,Supprimer la branche de restaurant?
branch_delete_confirm_message,Êtes-vous sûr de supprimer cette succursale de restaurant?
success_sys_user_delete,L'utilisateur du système a été supprimé avec succès
best_choice_info,Informations de choix meilleur choix
noti_sent_fail,Noti envoyé échouer
select_csv_file,Sélectionnez le fichier CSV
pls_upload_csv,Veuillez fournir un fichier csv
err_icon_missing,Aucun fichier n'est téléchargé
csv_upload_instruction_1,"Veuillez suivre ces étapes ci-dessous: <br> 1. Téléchargez des images pour télécharger le dossier manuellement via FTP. <br> 2. Ensuite, préparez-vous comme le format CSV. Échantillon ici:"
csv_file_sample_link,"<a href=""https://bit.ly/3G4MvHj"" target=""_blank"">https://bit.ly/3G4MvHj</a> "
csv_upload_instruction_2,<br> 3. Vous pouvez utiliser Google Feuille pour créer et exporter comme séparateur de virgule.
flutter_wave_label,[Option 7]: Paiement avec une onde à flotteur
flutter_wave_publishable_key,Vague à flutter clé publique
flutter_wave_encryption_key,Touche de cryptage
flutter_wave_enable_label,Est activé le paiement des ondes à flotter?
search_keyword_section,Recherche par configuration de mots clés
search_in_shop,Recherche dans la boutique
search_in_category,Recherche dans la catégorie
search_in_product,Recherche dans le produit
search_in_shop_limit,Recherche dans la limite de la boutique
search_in_category_limit,Recherche dans la limite de catégorie
search_in_product_limit,Recherche dans la limite de produit
success_user_sch_delete,Le calendrier des utilisateurs a été supprimé avec succès.
err_delete_sch_detail,Il y a une erreur lors de la suppression des détails de l'utilisateur.
err_delete_sch,Il y a une erreur lors de la suppression du calendrier des utilisateurs.
schedule_orders_module,Calendrier des ordres
search_in_subcategory,Recherche dans la sous-catégorie
search_in_subcategory_limit,Recherche dans la limite de sous-catégorie
checkout_with_whatsapp,Checkout avec WhatsApp
checkout_with_email,Checkout avec flux de transaction normal
one_page_checkout,Une caisse d'une page
multi_page_checkout,Checkout de page multiple
err_choice_one,S'il vous plaît choisir une «paiement d'une page» ou «checkout multiple de page»
checkout_with_whatsapp_des,L'utilisateur fera la vérification de la demande WhatsApp. Les données de transaction ne stockeront pas dans le backend.
checkout_with_email_des,Flux de transaction par défaut.
one_page_checkout_des,Il montrera une simple caisse d'écran. C'est pour une caisse facile.
multi_page_checkout_des,"Il montrera la bille de base de l'étape. Ainsi, l'utilisateur verra plusieurs écran lors de la commande."
deliboy_cost_setting,Réglage des coûts de livraison
deliboy_ass_setting,Réglage de l'affectation de livraison
deli_auto_assign,Attribuer automatiquement au garçon de livraison
deli_manual_assign,Assign manuel au garçon de livraison
how_many_deli_to_broadcast,Combien de livreurs à diffuser
mobile_setting_module,Paramètres mobiles
price_format,Format de prix
price_format_desc,"Vous devez changer en fonction de votre format dont vous avez besoin (par exemple "",##0.00"" => 2,555.00, ""##0.00"" => 2555.00, "".00"" => 2555.00, "",##0"" => 2,555, "",##0.0"" => 2 555.0)"
date_format,Format de date
google_playstore_url,URL de la boutique Google Play
apple_appstore_url,URL de l'App Store d'Apple
ios_appstore_id,Identifiant de l'App Store IOS
default_order_time,Délai de commande par défaut (minutes)
fb_key,Clé Facebook
is_show_token_id,"ID de jeton activé ? (Si ce paramètre est ""Activé"", l'utilisateur peut afficher l'identifiant du jeton dans le paramètre de notification.)"
is_show_subcategory,"Sous-catégorie activée ? (Si ce paramètre est ""Activé"", la sous-catégorie peut être utilisée dans l'application.)"
is_use_thumbnail_as_placeholder,"Utiliser la miniature comme paramètre d'espace réservé activé ? (Si ce paramètre est ""Activé"", il chargera d'abord l'image miniature, puis l'image complète. Ou si ce paramètre est ""Désactivé"", il chargera directement l'image complète et pour l'image d'espace réservé, il utilisera l'image d'espace réservé par défaut.)"
admob_section,Configuration d'AdMob
is_show_admob,"Paramètre AdMob activé ? (Si ce paramètre est ""Activé"", l'application affichera des publicités.)"
lang_section,Configuration de la langue
default_language,Langage par défaut
exclude_language,Langues disponibles
exclude_lang_desc,"(Si la langue est ""On"", l'utilisateur peut utiliser cette langue dans l'application.)"
default_currency_section,Configuration de devise par défaut
default_razor_currency,Devise de rasoir par défaut
is_razor_support_multi_currency,"Razor prend en charge plusieurs devises activées ? (Si ce paramètre est ""Activé"", vous pouvez accepter le paiement par rasoir en plusieurs devises dans l'application.)"
default_flutter_wave_currency,Devise Flutterwave par défaut
login_section,Configuration de la connexion
show_facebook_login,"Connexion Facebook activée ? (Si ce paramètre est ""Activé"", les utilisateurs peuvent être connectés avec Facebook.)"
show_google_login,"Connexion Google activée ? (Si ce paramètre est ""Activé"", les utilisateurs peuvent être connectés avec Google.)"
show_phone_login,"Phone Login On? (If this setting is ""On"", the users can be logged in with a phone number.)"
show_main_menu,"Main Menu On? (If this setting is ""On"", the user can view the ""Main Menu"" tab in each shop.)"
show_special_collections,"Collections spéciales activées ? (Si ce paramètre est ""Activé"", l'utilisateur peut afficher l'onglet ""Offres spéciales"" dans chaque boutique.)"
show_featured_items,"Articles en vedette activés ? (Si ce paramètre est ""Activé"", l'utilisateur peut afficher les ""Articles en vedette"" dans chaque boutique.)"
show_best_choice_slider,"Curseur de meilleur choix activé ? (Si ce paramètre est ""Activé"" lorsque l'utilisateur ouvre l'application, l'utilisateur peut afficher les meilleures collections de choix avec la vue du curseur.)"
default_loading_limit,Limite de chargement par défaut
category_loading_limit,Limite de chargement de catégorie
collection_product_loading_limit,Limite de chargement des produits de collection
discount_product_loading_limit,Limite de chargement des produits à prix réduit
feature_product_loading_limie,Limite de chargement des produits en vedette
latest_product_loading_limit,Dernière limite de chargement de produit
shop_loading_limit,Limite de chargement de la boutique
trending_product_loading_limit,Limite de chargement des produits tendance
default_limit_section,Configuration de la limite par défaut
dasboard_section,Configuration du tableau de bord
date_format_desc,"dd pour le jour, MM pour le mois, yyyy pour l'année, hh pour l'heure, mm pour la minute, ss pour la seconde (par exemple dd-MM-yyy hh:mm:ss)"
app_config_info_lable,Informations sur les paramètres mobiles
loc_section,Configuration de l'emplacement
success_mobile_edit,Le paramètre mobile a été mis à jour avec succès.
success_mobile_add,Le paramètre mobile a été ajouté avec succès.
err_default_lang,Veuillez indiquer la langue par défaut.
err_default_loading_limit_zero,La limite de chargement par défaut ne peut pas être nulle.
err_default_loading_limit,Veuillez indiquer la limite de chargement par défaut.
err_category_loading_limit,Veuillez indiquer la limite de chargement de la catégorie
err_category_loading_limit_zero,La limite de chargement de la catégorie ne peut pas être nulle.
err_collection_product_loading_limit,Veuillez indiquer la limite de chargement des produits de la collection.
